jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,
jrk07398,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Queirozia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk07820,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Sawadaea,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk09854,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Setoidium,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk08215,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Sphaerotheca,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk09855,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Striatoidium,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk08644,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Takamatsuella,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk11092,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Typhulochaeta,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk02442,Ascomycota,Leotiomycetes,Helotiales,Amicodiscaceae,Dematioscypha,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk03686,Ascomycota,Leotiomycetes,Helotiales,Amicodiscaceae,Haplographium,,unspecified_saprotroph,,,,,,,non-aquatic,,,filamentous_mycelium,,,,,,,unspecified_saprotroph;;;;;filamentous_mycelium
jrk00309,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,Amorphotheca,,unspecified_saprotroph,,extremophile_hydrocarbon-rich_substrates_(fuel),,,hydrocarbon-rich_substrates_(fuel),,partly_aquatic,,,filamentous_mycelium,,,,,,,unspecified_saprotroph;;;;;filamentous_mycelium
jrk01269,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,Byssoascus,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,other,,,,,,soil_saprotroph;root-associated;root-associated;root-associated;;filamentous_mycelium
jrk03916,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,Hormoconis,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk05423,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,Mycosylva,,dung_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,,dung_saprotroph;;;;;filamentous_mycelium
jrk05492,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,Myxotrichum,,soil_saprotroph,foliar_endophyte,"dung_saprotroph_some_species,root-associated",foliar_endophyte,root-associated,soil,,non-aquatic,,,filamentous_mycelium,other,,,,,,soil_saprotroph;foliar_endophyte;foliar_endophyte;root-associated;;filamentous_mycelium
jrk05883,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,Oidiodendron,,soil_saprotroph,root_endophyte,ericoid_mycorrhizal_O._maius,root_endophyte,root-associated,soil,,partly_aquatic,,,filamentous_mycelium,,,,,,,soil_saprotroph;root_endophyte;root_endophyte;root-associated;;filamentous_mycelium
jrk00556,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnopeziza,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk11093,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnoscypha,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,,unspecified_saprotroph;;;;;filamentous_mycelium
jrk03027,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Eriopezia,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk06069,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Parachnopeziza,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,litter_saprotroph;;;;;filamentous_mycelium
jrk08973,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Trichoconis,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,lichen_parasite;fungal_decomposer;;;;filamentous_mycelium
jrk00656,Ascomycota,Leotiomycetes,Helotiales,Ascocorticiaceae,Ascocorticiellum,,wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,other,smooth,,,,,wood_saprotroph;litter_saprotroph;;;;filamentous_mycelium
jrk00657,Ascomycota,Leotiomycetes,Helotiales,Ascocorticiaceae,Ascocorticium,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,other,smooth,,,,,wood_saprotroph;;;;;filamentous_mycelium
jrk00676,Ascomycota,Leotiomycetes,Helotiales,Ascocorticiaceae,Ascosorus,,litter_saprotroph,plant_pathogen,plant_pathogen_weak,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,other,smooth,,,,,litter_saprotroph;plant_pathogen;;leaf/fruit/seed_pathogen;;filamentous_mycelium
jrk00662,Ascomycota,Leotiomycetes,Helotiales,Ascodichaenaceae,Ascodichaena,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,plant_pathogen;;;leaf/fruit/seed_pathogen;;filamentous_mycelium
